City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
359,saipan,15.1355,145.701,31.39,71,20,6.69,MP,1738043766
360,raduzhny,62.0961,77.475,-14.5,92,100,4.79,RU,1738043824
361,laborde,-33.1532,-62.8566,24.24,62,96,3.01,AR,1738043826
362,revda,56.801,59.9303,-2.62,96,100,2.65,RU,1738043828
363,ormara,25.2088,64.6357,21.32,39,3,0.42,PK,1738043829
364,mili,6.0815,171.735,26.82,84,96,7.39,MH,1738043830
365,shakawe,-18.3667,21.85,22.51,69,61,2.82,BW,1738043831
366,nouadhibou,20.931,-17.0347,18.99,39,0,6.17,MR,1738043832
367,lubango,-14.9172,13.4925,15.68,92,86,1.02,AO,1738043834
368,kannangad,12.3081,75.1063,28.27,41,52,2.27,IN,1738043835
369,manaure,11.7751,-72.4445,25.97,78,89,7.09,CO,1738043836
370,whitehorse,60.7161,-135.0538,-0.55,46,0,2.06,CA,1738043651
371,sibolga,1.7427,98.7792,26.73,78,100,2.33,ID,1738043839
372,kita,13.0349,-9.4895,22.72,13,50,3.51,ML,1738043840
373,albania,41.0,20.0,9.97,68,87,1.55,AL,1738043841
374,linxia chengguanzhen,35.6003,103.2064,-3.68,42,1,1.47,CN,1738043842
375,xinyuan,37.3,99.0,-7.01,19,2,4.65,CN,1738043844
376,saint-philippe,-21.3585,55.7679,28.24,74,89,3.53,RE,1738043845
377,martapura,-3.4167,114.85,31.05,70,40,3.09,ID,1738043846
378,luwuk,-0.9516,122.7875,27.02,82,100,0.85,ID,1738043847
379,abasolo,20.45,-101.5167,14.97,44,96,0.68,MX,1738043848
380,laojunmiao,39.8333,97.7333,-3.1,31,5,1.42,CN,1738043850
381,les avirons,-21.2418,55.3394,29.05,62,0,4.63,RE,1738043851
382,levuka,50.1834,-105.4011,-1.16,63,46,8.48,CA,1738043852
383,baikonur,45.6167,63.3167,-7.0,81,15,1.7,KZ,1738043853
384,lata,40.1629,-8.3327,7.39,86,100,7.31,PT,1738043854
385,dali,25.7,100.1833,4.69,100,100,1.01,CN,1738043856
386,tomatlan,19.9333,-105.25,19.87,77,100,0.49,MX,1738043857
387,n'zeto,-7.2312,12.8666,24.64,87,52,2.17,AO,1738043858
388,mejit,10.2753,170.8646,26.62,85,100,9.49,MH,1738043859
389,lensk,60.7253,114.9278,-23.03,92,63,0.94,RU,1738043861
390,plastun,44.7561,136.2939,-3.21,63,85,4.41,RU,1738043862
391,talavera,15.6167,120.9333,31.0,42,100,3.36,PH,1738043863
392,klyuchi,52.2667,79.1667,-12.47,88,99,6.07,RU,1738043864
393,villa gesell,-37.2639,-56.973,19.35,86,14,7.67,AR,1738043866
394,mount isa,-20.7333,139.5,40.87,20,20,6.17,AU,1738043867
395,rovaniemi,66.5,25.7167,-4.33,93,100,3.09,FI,1738043868
396,hancheng,32.5186,112.3522,8.29,29,0,1.87,CN,1738043869
397,sangmelima,2.9333,11.9833,19.18,97,39,0.72,CM,1738043871
398,acajutla,13.5928,-89.8275,25.57,67,0,3.26,SV,1738043618
399,forster,-32.1667,152.5167,28.46,70,92,7.62,AU,1738043873
400,vargashi,55.3556,65.8467,-7.61,94,100,2.11,RU,1738043874
401,lompoc,34.6391,-120.4579,7.79,83,0,1.54,US,1738043877
402,usinsk,65.9939,57.5281,-13.0,88,100,2.76,RU,1738043878
403,meulaboh,4.1363,96.1285,29.41,67,61,2.94,ID,1738043879
404,bathsheba,13.2167,-59.5167,26.34,78,40,6.69,BB,1738043881
405,port alfred,-33.5906,26.891,20.66,100,100,1.34,ZA,1738043882
406,praia da vitoria,38.7333,-27.0667,14.14,77,40,5.88,PT,1738043883
407,wenji,8.45,39.2833,19.76,49,3,3.22,ET,1738043884
408,qianzhou,28.3167,109.7167,11.97,41,2,1.15,CN,1738043885
409,colesberg,-30.72,25.0972,22.95,53,87,5.52,ZA,1738043887
410,tordesillas,41.5103,-5.0082,4.45,81,88,11.28,ES,1738043888
411,maralal,1.0968,36.698,20.37,52,38,2.82,KE,1738043889
412,yerofey pavlovich,53.9667,121.9667,-14.24,83,100,0.51,RU,1738043890
413,aldan,58.6031,125.3894,-24.9,95,100,1.94,RU,1738043892
414,colonia,50.9333,6.95,8.13,84,75,4.63,DE,1738043893
415,kulhudhuffushi,6.6221,73.07,26.67,79,100,7.63,MV,1738043894
416,dongola,19.1667,30.4833,15.57,37,69,6.28,SD,1738043895
417,ouesso,1.6136,16.0517,22.95,76,56,1.36,CG,1738043897
418,juneau,58.3019,-134.4197,3.0,95,75,3.6,US,1738043898
419,masvingo,-20.0637,30.8277,18.01,95,100,2.93,ZW,1738043899
420,freetown,8.484,-13.2299,25.84,73,75,2.57,SL,1738043900
421,liuhe,42.2401,125.7172,-9.89,89,100,3.44,CN,1738043901
422,taro,-8.3862,115.28,24.7,85,100,0.6,ID,1738043903
423,novosokol'niki,56.3463,30.1578,3.13,93,100,4.03,RU,1738043904
424,mont-dore,-22.2833,166.5833,27.46,68,90,5.9,NC,1738043905
425,zeya,53.75,127.2667,-13.42,76,100,1.47,RU,1738043908
426,rawson,-43.3002,-65.1023,16.16,44,0,3.6,AR,1738043909
427,pemangkat,1.1667,108.9667,24.89,90,100,5.97,ID,1738043910
428,ixtapa,20.7,-105.2,20.68,75,100,1.15,MX,1738043911
429,ad dabbah,18.05,30.95,15.93,31,22,4.75,SD,1738043913
430,hilo,19.7297,-155.09,21.94,96,81,0.45,US,1738043914
431,santa marinella,42.0345,11.8536,14.28,100,100,8.89,IT,1738043915
432,fonte boa,-2.4959,-66.2662,22.9,99,100,1.16,BR,1738043916
433,puerto santa,-8.9906,-78.6456,19.97,86,99,1.26,PE,1738043917
434,kavieng,-2.5744,150.7967,30.02,64,46,5.25,PG,1738043920
435,novodvinsk,64.4165,40.8122,-2.14,98,100,1.01,RU,1738043921
436,vershino-darasunskiy,52.35,115.5167,-18.89,80,100,2.01,RU,1738043922
437,aitape,-3.1374,142.3475,30.0,63,85,3.01,PG,1738043924
438,berwick,41.0545,-76.2333,1.36,47,71,1.34,US,1738043925
439,sechura,-5.5569,-80.8222,21.62,80,84,3.74,PE,1738043926
440,izluchinsk,60.9794,76.9242,-12.99,92,100,4.66,RU,1738043927
441,hun,29.1268,15.9477,11.01,50,0,0.26,LY,1738043928
442,bata,1.8639,9.7658,24.81,86,16,1.33,GQ,1738043930
443,canutama,-6.5339,-64.3831,23.13,89,41,1.01,BR,1738043931
444,lerwick,60.1545,-1.1494,5.89,93,100,15.7,GB,1738043932
445,hagere selam,6.4833,38.5167,13.73,56,47,1.14,ET,1738043934
446,tindouf,27.6711,-8.1474,12.25,32,0,3.09,DZ,1738043935
447,talcahuano,-36.7167,-73.1167,12.82,71,0,4.63,CL,1738043936
448,cabedelo,-6.9811,-34.8339,24.37,82,34,2.88,BR,1738043937
449,pauini,-7.7136,-66.9764,22.44,94,81,0.91,BR,1738043938
450,karratha,-20.7377,116.8463,34.93,55,49,6.7,AU,1738043940
451,belabo,4.9333,13.3,17.35,74,36,0.73,CM,1738043941
452,itaituba,-4.2761,-55.9836,23.2,89,81,0.95,BR,1738043942
453,badeggi,9.05,6.15,21.96,17,67,1.43,NG,1738043943
454,ghadamis,30.1337,9.5007,12.2,39,7,3.11,LY,1738043945
455,nyurba,63.2842,118.3319,-28.1,97,74,2.14,RU,1738043946
456,ust'-ilimsk,58.0006,102.6619,-22.83,95,98,1.32,RU,1738043947
457,ljusdal,61.8288,16.0913,0.97,94,100,2.22,SE,1738043948
458,afaahiti,-17.75,-149.2833,26.34,79,19,8.22,PF,1738043949
459,phalaborwa,-23.943,31.1411,25.48,57,15,6.64,ZA,1738043951
460,kembe,4.6228,21.8865,20.87,24,11,1.56,CF,1738043953
461,targuist,34.9377,-4.3186,7.0,93,79,2.09,MA,1738043954
462,iaciara,-14.0958,-46.6317,22.81,72,65,0.86,BR,1738043956
463,mukalla,14.5425,49.1242,22.48,70,43,1.95,YE,1738043957
464,reggane,26.7158,0.1714,15.99,25,2,4.44,DZ,1738043958
465,pitiquito,30.7,-112.0833,9.88,55,2,1.23,MX,1738043959
466,steinkjer,64.193,11.3851,-3.48,86,100,1.49,NO,1738043961
467,muang khong,14.1167,105.85,31.26,26,15,2.24,LA,1738043962
468,pingliang,35.5392,106.6861,3.71,24,0,3.18,CN,1738043963
469,vacaria,-28.5122,-50.9339,17.57,96,99,4.31,BR,1738043964
470,monywa,22.1167,95.1333,26.03,40,1,1.19,MM,1738043966
471,andrelandia,-21.7397,-44.3092,18.22,97,100,0.55,BR,1738043967
472,constitucion,-35.3333,-72.4167,15.32,56,0,2.94,CL,1738043968
473,caister-on-sea,52.6481,1.7265,7.74,85,98,10.77,GB,1738043969
474,taoudenni,22.6783,-3.9836,16.05,22,0,4.46,ML,1738043971
475,yamada,39.4667,141.95,7.43,62,11,3.47,JP,1738043973
476,limon,10.0,-83.0333,23.86,84,2,1.66,CR,1738043974
477,pangoa,-12.1167,-73.0,19.61,99,90,1.14,PE,1738043976
478,illizi,26.4833,8.4667,12.6,35,0,1.57,DZ,1738043977
479,sarmiento,-45.5882,-69.07,12.47,54,12,10.22,AR,1738043978
480,island harbour,50.724,-1.2758,9.45,89,74,5.81,GB,1738043979
481,papao,-17.75,-149.55,29.82,78,7,9.05,PF,1738043981
482,sitka,57.0531,-135.33,3.25,89,100,2.05,US,1738043982
483,mitchell,43.7094,-98.0298,-3.8,83,3,0.89,US,1738043983
484,arteche,12.2645,125.4048,25.61,89,99,4.61,PH,1738043984
485,milledgeville,33.0801,-83.2321,7.77,96,75,1.54,US,1738043985
486,escanaba,45.7453,-87.0646,-7.02,73,100,5.14,US,1738043987
487,santa eularia des riu,38.9846,1.5341,14.45,52,0,6.69,ES,1738043988
488,lakatoro,-16.0999,167.4164,28.79,78,100,3.67,VU,1738043989
489,zuunmod,47.7069,106.9528,-17.43,72,69,1.47,MN,1738043990
490,groningen,53.25,6.75,6.68,86,42,5.66,NL,1738043992
491,morant bay,17.8815,-76.4093,24.39,81,0,3.65,JM,1738043993
492,yorkton,51.2167,-102.4677,-3.09,80,100,7.2,CA,1738043994
493,fasa,28.9383,53.6482,2.58,100,20,0.0,IR,1738043995
494,kostyantynivka,48.5277,37.7069,1.67,88,11,3.19,UA,1738043996
495,tadine,-21.55,167.8833,26.83,72,78,6.83,NC,1738043998
496,villa huidobro,-34.8383,-64.5869,19.58,70,100,3.22,AR,1738043999
497,krasnokamensk,50.0979,118.0369,-16.58,86,100,1.42,RU,1738044000
498,kuanda,56.3161,116.0806,-24.04,92,100,1.05,RU,1738044001
499,huanan,46.2167,130.5167,-10.41,84,93,3.76,CN,1738044003
500,wagar,16.1525,36.2032,19.77,62,2,3.9,SD,1738044004
501,gobo,33.8833,135.15,7.7,57,100,4.82,JP,1738044005
502,navrongo,10.8956,-1.0921,20.54,17,25,3.43,GH,1738044007
503,floro,61.5996,5.0328,3.98,81,75,3.09,NO,1738044008
504,harstad,68.799,16.5293,1.2,70,99,4.57,NO,1738044009
505,paracuru,-3.41,-39.0306,24.47,90,60,3.1,BR,1738044010
506,el fasher,13.6279,25.3494,15.45,25,5,2.96,SD,1738044012
507,celestun,20.8667,-90.4,21.27,92,4,4.29,MX,1738044013
508,moundou,8.5667,16.0833,20.65,20,71,1.52,TD,1738044014
509,campo gallo,-26.5833,-62.85,27.94,62,57,5.43,AR,1738044015
510,kirakira,-10.4544,161.9205,26.49,90,100,2.79,SB,1738044018
511,warmbad,-28.45,18.7333,27.54,37,65,0.65,NA,1738044019
512,quellon,-43.1167,-73.6167,9.45,89,90,2.1,CL,1738044020
513,atchison,39.563,-95.1216,1.47,80,0,4.43,US,1738044022
514,topki,55.2769,85.6163,-8.95,92,100,4.86,RU,1738044023
515,demyansk,57.643,32.466,3.16,97,99,3.64,RU,1738044024
516,al jawf,29.5,38.75,10.7,56,26,2.18,SA,1738044025
517,amungan,15.3652,119.9582,27.7,61,56,4.19,PH,1738044027
518,bardai,11.65,7.2333,14.97,24,100,5.1,NG,1738044028
519,conceicao do coite,-11.5639,-39.2828,21.68,92,11,2.83,BR,1738044031
520,gazojak,41.1875,61.4036,1.19,65,51,6.89,TM,1738044032
521,mugia,43.1041,-9.2179,9.39,80,94,15.57,ES,1738044033
522,matane,48.8286,-67.522,-2.39,87,100,10.89,CA,1738044034
523,luderitz,-26.6481,15.1594,18.86,80,9,5.2,NA,1738044036
524,aneho,6.2333,1.6,25.44,87,3,1.89,TG,1738044037
525,zouerate,22.7187,-12.4521,16.68,21,0,3.89,MR,1738044038
526,bereket,39.2446,55.5154,3.9,63,58,4.43,TM,1738044039
527,puerto colombia,10.9878,-74.9547,26.05,82,99,10.55,CO,1738044041
528,taganrog,47.2362,38.8969,3.03,79,42,2.47,RU,1738044042
529,kiiminki,65.1314,25.7974,-1.23,94,100,4.84,FI,1738044043
530,velikiye luki,56.34,30.5452,3.26,92,100,4.47,RU,1738044044
531,shilka,51.85,116.0333,-16.25,85,100,1.49,RU,1738044045
532,umba,66.6871,34.3429,-6.84,96,100,2.46,RU,1738044047
533,valognes,49.5088,-1.4705,8.66,93,100,9.26,FR,1738044048
534,n'dalatando,-9.2978,14.9116,19.51,95,92,0.79,AO,1738044049
535,san martin,-33.081,-68.4681,20.91,65,40,5.07,AR,1738044051
536,tulagi,-9.0996,160.1476,26.66,80,100,1.5,SB,1738044052
537,barra dos coqueiros,-10.9089,-37.0386,27.01,83,20,3.09,BR,1738044053
538,wotje,9.4543,170.2367,26.86,85,85,9.53,MH,1738044054
539,sayat,38.7839,63.8803,4.56,31,99,6.23,TM,1738044055
540,haiku-pauwela,20.9219,-156.3051,18.91,93,60,8.05,US,1738044057
541,casas grandes,30.3667,-107.95,7.92,31,71,2.39,MX,1738044058
542,lewiston orchards,46.3804,-116.9754,-1.18,63,0,1.54,US,1738044059
543,puerto san jose,13.9256,-90.8244,23.95,79,6,2.54,GT,1738044060
544,ivdel',60.6911,60.4206,-16.06,95,100,0.86,RU,1738044062
545,el calafate,-50.3408,-72.2768,8.12,78,43,5.46,AR,1738044063
546,humaita,-7.5061,-63.0208,23.38,87,79,0.61,BR,1738044064
547,inongo,-1.95,18.2667,22.52,90,100,2.62,CD,1738044065
548,ashgabat,37.95,58.3833,-0.08,100,100,3.09,TM,1738044067
549,yuzawa,39.1667,140.5,2.55,98,59,1.97,JP,1738044068
550,embi,48.8264,58.1442,-3.59,96,100,3.92,KZ,1738044069
551,tofol,5.3248,163.0078,28.24,75,100,7.25,FM,1738044070
552,altai,46.3722,96.2583,-8.52,61,34,2.09,MN,1738044072
553,nema,57.5067,50.5011,1.0,99,100,4.6,RU,1738044073
554,barcelos,41.5388,-8.6151,9.27,73,100,9.41,PT,1738044074
555,menemen,38.6075,27.0694,8.73,85,71,2.47,TR,1738044075
556,sabang,5.8933,95.3214,27.56,80,61,8.48,ID,1738044076
557,vientiane,17.9667,102.6,23.29,72,20,3.09,LA,1738044078
558,amga,60.8953,131.9608,-27.81,92,100,1.06,RU,1738044080
559,camocim,-2.9022,-40.8411,24.53,91,62,3.77,BR,1738044081
560,farafangana,-22.8167,47.8333,27.76,86,99,3.42,MG,1738044083
561,ostersund,63.1792,14.6357,-3.75,86,40,5.14,SE,1738044084
562,severnoye,56.3491,78.3619,-11.03,92,100,2.53,RU,1738044085
563,chui,-33.6971,-53.4616,19.35,97,13,2.05,UY,1738044072
564,miyoshi,35.0833,137.0667,12.1,28,46,0.89,JP,1738044088
565,nsanje,-16.92,35.262,26.29,82,97,1.8,MW,1738044089
566,junin,-34.5838,-60.9433,22.12,73,54,3.26,AR,1738044090
567,san andres,12.5847,-81.7006,27.01,83,20,3.6,CO,1738044091
568,necochea,-38.5473,-58.7368,15.3,80,0,2.57,AR,1738044093
569,pacocha,-17.5833,-71.3333,20.51,89,100,1.22,PE,1738044094
570,banff,51.1762,-115.5698,-6.79,68,22,4.63,CA,1738044095
571,inarajan village,13.2736,144.7484,30.55,78,64,8.66,GU,1738044096
572,rongelap,11.1635,166.8941,26.82,80,66,8.37,MH,1738044098
573,chernyshevskiy,63.0128,112.4714,-29.04,96,62,1.1,RU,1738044099
574,berezovo,63.9381,65.0419,-22.59,100,94,1.48,RU,1738044100
575,saint-francois,46.4154,3.9054,6.47,76,0,3.09,FR,1738044102
576,inawayan,6.9608,125.4733,30.96,71,89,3.71,PH,1738044103
577,gradistea,44.2333,27.2167,6.73,67,88,1.11,RO,1738044105
578,nagqu,31.5,92.0,-2.87,8,0,5.35,CN,1738044106
579,kashgar,39.4547,75.9797,-2.44,33,20,1.0,CN,1738044109
580,as saffaniyah,27.9708,48.73,16.15,44,1,5.42,SA,1738044110
581,hotan,37.0997,79.9269,-1.08,25,23,1.28,CN,1738044111
582,nova olimpia,-14.7972,-57.2881,22.74,84,99,1.26,BR,1738044112
583,vikulovo,56.8167,70.6107,-16.28,94,72,2.76,RU,1738044114
584,obidos,-1.9175,-55.5181,23.31,90,6,0.62,BR,1738044115
585,kyela,-9.5833,33.85,24.67,67,100,1.51,TZ,1738044116
586,nova vicosa,-17.8919,-39.3719,23.92,93,96,2.7,BR,1738044117
